Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Education,Skills,Perks
2025-09-21 14:45:10,Graphic Design,ApkaInterior.com,Jaipur,Immediately,"₹ 6,000 - 10,000 /month",6 Months,Not Available,Nothing,Not Specified,"Adobe After Effects, Adobe Photoshop, UI & UX Design, Video Editing","Certificate, Flexible, Letter Of Recommendation"
2025-09-21 14:45:12,Human Resources (HR),WeVOIS Labs Private Limited,Jaipur,Immediately,"₹ 7,000 - 10,000 /month",2 Months,Not Available,Nothing,Not Specified,"Google Sheets, MS-Excel, MS-Office",Certificate
2025-09-21 14:45:14,Content and Social Media Marketing,The Upside Story,Jaipur,Immediately,"₹ 5,000 /month",2 Months,Not Available,Nothing,Not Specified,"Photography, Video Editing, Videography","Certificate, Letter Of Recommendation, 5 Days A Week"
2025-09-21 14:45:16,Subject Matter Expert ( Accounts & Finance),Requin Solutions Private Limited,Jaipur,Immediately,"₹ 10,000 /month",6 Months,Not Available,Nothing,Not Specified,"Accounting, Content Writing, English Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word","Certificate, Letter Of Recommendation"
2025-09-21 14:45:18,Online Coaching Management & Content Designing,Sharda Systems & Services P Limited,Jaipur,Immediately,"₹ 10,000 - 17,000 /month",2 Months,Not Available,Nothing,Not Specified,"Canva, Email Marketing, Facebook Ads, Google Docs, Google Sheets, Image Editing, Instagram Ads, Video Editing","Certificate, Flexible, 5 Days A Week"
2025-09-21 14:45:20,Digital Marketing Manager (Female),XENZIA,Ahmedabad,Immediately,"₹ 21,000 - 25,000 /month",3 Months,6 Oct' 25,Nothing,"2. Students, fresh graduates, or gap-year candidates (freshers)","Creative Thinking, Effective Communication, Interpersonal skills","Certificate, Letter Of Recommendation"
2025-09-21 14:45:22,Social Media & Content Marketing (Female) Manager,XENZIA,Ahmedabad,Immediately,"₹ 21,000 - 25,000 /month",3 Months,3 Oct' 25,Nothing,"2. Students, fresh graduates, or gap-year candidates","Creative Thinking, Effective Communication, Research and Analytics",Letter Of Recommendation
2025-09-21 14:45:24,Digital Marketing,Revti Digital,Jaipur,Immediately,"₹ 6,000 - 10,000 /month",6 Months,Not Available,Nothing,Not Specified,"Creative Thinking, Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing","Certificate, Letter Of Recommendation"
2025-09-21 14:45:26,Marketing,Mysa Jaipur,Jaipur,Immediately,"₹ 5,000 /month",3 Months,Not Available,Nothing,Not Specified,"Digital Marketing, Email Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-21 14:45:27,Social Media Marketing,Sunrise Group,Jaipur,Immediately,"₹ 2,000 - 5,000 /month",3 Months,Not Available,Nothing,Not Specified,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Optimization (SEO), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-21 14:45:31,Program Ambassador,Edjuvenate Learnings Private Limited,Aligarh,2. can start the part time job/internship on 6th Oct'25,"₹ 14,500 - 55,000 /month",2 Months,6 Oct' 25,Nothing,1. Currently enrolled in or a recent graduate of a bachelor's or master's degree program.,"Effective Communication, English Proficiency (Spoken), Interpersonal skills, Problem Solving","Certificate, Flexible, Letter Of Recommendation"
2025-09-21 14:45:34,Digital Marketing,Technovation Digital,Jaipur,Immediately,"₹ 7,000 - 10,000 /month",3 Months,Not Available,Nothing,Not Specified,"Creative Writing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Letter Of Recommendation"
2025-09-21 14:45:35,Graphic Design,The Odin,Jaipur,Immediately,"₹ 15,000 - 20,000 /month",4 Months,Not Available,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Canva, English Proficiency (Spoken), English Proficiency (Written), MS-Office","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
