Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Education,Skills,Perks
2025-09-27 22:31:51,Social Media Marketing,Digilligent Marketing X Tech Solutions Private Limited,Thane,Immediately,"₹ 6,000 - 8,000 /month",6 Months,Not Available,Nothing,"4. are from Thane, Navi Mumbai, Kalyan, Mumbai, Badlapur, Ambernath only","Content Marketing, Content Writing, Marketing, Social Media Marketing","Certificate, Letter Of Recommendation"
2025-09-27 22:31:53,Digital Sales,Times Internet,Mumbai,Immediately,"₹ 9,000 - 10,000 /month",6 Months,22 Oct' 25,Nothing,"2. Bachelor’s degree in Marketing, Business, or related field (preferred).","Effective Communication, Sales Management",Certificate
2025-09-27 22:31:55,Graphic Design,Web Dakaar Digital Consultancy LLP,Mumbai,Immediately,"₹ 8,000 - 10,000 /month",5 Months,Not Available,Nothing,4. Education: Graduation is a must. Applied arts or a graduation in bachelor of design (B.Des) will be preferred,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Video Editing",Certificate
2025-09-27 22:31:57,Search Engine Optimization (SEO),Web Dakaar Digital Consultancy LLP,Mumbai,Immediately,"₹ 5,000 - 6,000 /month",5 Months,Not Available,Nothing,Not Specified,"Digital Marketing, English Proficiency (Written), Google Analytics, Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation"
2025-09-27 22:31:58,Corporate Sales,BNM Business Solutions LLP,Thane,Immediately,"₹ 15,000 /month",3 Months,4 Oct' 25,Nothing,"4. are from Thane, Kalyan, Mumbai, Navi Mumbai, Bangalore, Panvel only","Client Interaction, Client Relationship, Client Relationship Management (CRM), Sales Strategy","Certificate, Letter Of Recommendation"
2025-09-27 22:32:00,Videography,MA & TH Entertainment Pvt Ltd,Mumbai,Immediately,"₹ 5,000 - 15,000 /month",2 Months,10 Oct' 25,Nothing,1. Film/media students or passionate creators with showreels,"Adobe After Effects, Adobe Premiere Pro, Production Planning, Video Editing, Videography, Video Making",Not Available
2025-09-27 22:32:02,Talent Acquisition,Triumph System And Solutions Private Limited,Mumbai,Immediately,"₹ 14,001 - 20,000 /month",6 Months,16 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Recruitment","Certificate, Letter Of Recommendation, 5 Days A Week"
2025-09-27 22:32:03,International Business Development,Invex Health,Mumbai,Immediately,"₹ 9,000 - 15,000 /month",6 Months,10 Oct' 25,Nothing,Not Specified,Lead Generation,Certificate
2025-09-27 22:32:05,Business Development (Sales),Medius Technologies Private Limited,Thane,Immediately,"₹ 9,500 - 10,000 /month",6 Months,8 Oct' 25,Nothing,Not Specified,Salesforce,"Certificate, Letter Of Recommendation"
2025-09-27 22:32:07,Content Shooting Video Editing Social Media And PR,GDH INTERNATIONAL,Mumbai,Immediately,"₹ 10,000 - 13,000 /month",3 Months,9 Oct' 25,Nothing,Not Specified,"Content Editing, Content Marketing, Content Writing, Effective Communication, Marketing, Marketing Strategy, Public Relations, Script Writing",Letter Of Recommendation
2025-09-27 22:32:09,Telecalling,Medius Technologies Private Limited,Thane,Immediately,"₹ 9,500 - 10,000 /month",3 Months,8 Oct' 25,Nothing,Not Specified,English Proficiency (Spoken),"Certificate, Letter Of Recommendation"
2025-09-27 22:32:11,Business Development (Sales),InstaWeb Labs Private Limited,Mumbai,Immediately,"₹ 8,000 - 16,000 /month",6 Months,Not Available,Nothing,Not Specified,"Digital Marketing, Marketing, Sales","Certificate, Flexible, Letter Of Recommendation"
2025-09-27 22:32:13,Food QC & Inventory Management,Grassrootz Products,Mumbai,Immediately,"₹ 8,000 - 12,000 /month",3 Months,19 Oct' 25,Nothing,"4. Final-year students/fresh graduates interested in operations, supply chain, or vendor management.","Financial Reporting, Food Safety, Inventory Management, Quality Assurance/Quality Control (QA/QC), Warehouse Management","Certificate, Letter Of Recommendation"
2025-09-27 22:32:14,Content Creation & Strategist,Mosaic Wellness,Thane,Immediately,"₹ 15,000 /month",3 Months,9 Oct' 25,Nothing,Not Specified,"Content Management, Marketing, Strategy","Certificate, 5 Days A Week"
2025-09-27 22:32:16,Animation,Medius Technologies Private Limited,Thane,Immediately,"₹ 9,500 - 10,000 /month",6 Months,8 Oct' 25,Nothing,Not Specified,"Adobe After Effects, Adobe Illustrator, Animation, Autodesk 3ds Max, Autodesk Maya, Blender 3D, Video Editing","Certificate, Letter Of Recommendation"
